placement,seed,radical_fraction,bridge_radical,dangerous_radical_bridge
bridge_biased,1,0.20931666666666665,0.25657142857142856,0.25657142857142856
bridge_biased,2,0.19644999999999999,0.314,0.314
bridge_biased,3,0.19318333333333335,0.2834285714285714,0.2834285714285714
bridge_biased,4,0.1885,0.247,0.247
bridge_biased,5,0.23526666666666665,0.37785714285714284,0.37785714285714284
bridge_biased,6,0.2081666666666667,0.2534285714285714,0.2534285714285714
bridge_biased,7,0.1976,0.26,0.26
bridge_biased,8,0.21196666666666666,0.26157142857142857,0.26157142857142857
bridge_biased,9,0.23325,0.29,0.29
bridge_biased,10,0.18706666666666666,0.18285714285714283,0.18285714285714283
bridge_biased,11,0.21705000000000002,0.27142857142857146,0.27142857142857146
bridge_biased,12,0.25305,0.28628571428571425,0.28628571428571425
bridge_biased,13,0.19225,0.26685714285714285,0.26685714285714285
bridge_biased,14,0.20586666666666667,0.24228571428571427,0.24228571428571427
bridge_biased,15,0.23403333333333334,0.25885714285714284,0.25885714285714284
bridge_biased,16,0.2515833333333334,0.3087142857142857,0.3087142857142857
bridge_biased,17,0.21478333333333333,0.3151428571428571,0.3151428571428571
bridge_biased,18,0.2142833333333333,0.2581428571428571,0.2581428571428571
bridge_biased,19,0.1933,0.2755714285714286,0.2755714285714286
bridge_biased,20,0.22279999999999997,0.24528571428571427,0.24528571428571427
bridge_biased,21,0.2212333333333333,0.23042857142857143,0.23042857142857143
bridge_biased,22,0.20355,0.2602857142857143,0.2602857142857143
bridge_biased,23,0.20223333333333335,0.28285714285714286,0.28285714285714286
bridge_biased,24,0.1953,0.23314285714285715,0.23314285714285715
bridge_biased,25,0.2356,0.21342857142857144,0.21342857142857144
bridge_biased,26,0.21615,0.32771428571428574,0.32771428571428574
bridge_biased,27,0.22543333333333335,0.2587142857142857,0.2587142857142857
bridge_biased,28,0.19090000000000004,0.28871428571428565,0.28871428571428565
bridge_biased,29,0.23893333333333333,0.31042857142857144,0.31042857142857144
bridge_biased,30,0.23845000000000002,0.2837142857142857,0.2837142857142857
bridge_biased,31,0.20765,0.3,0.3
bridge_biased,32,0.19821666666666665,0.2725714285714286,0.2725714285714286
bridge_biased,33,0.23373333333333335,0.3148571428571429,0.3148571428571429
bridge_biased,34,0.23175,0.33585714285714285,0.33585714285714285
bridge_biased,35,0.21246666666666666,0.3288571428571429,0.3288571428571429
bridge_biased,36,0.20435000000000003,0.2831428571428571,0.2831428571428571
bridge_biased,37,0.19973333333333335,0.3101428571428571,0.3101428571428571
bridge_biased,38,0.1985833333333333,0.26457142857142857,0.26457142857142857
bridge_biased,39,0.23333333333333336,0.2582857142857143,0.2582857142857143
bridge_biased,40,0.23073333333333335,0.19042857142857142,0.19042857142857142
bridge_biased,41,0.24215,0.27242857142857146,0.27242857142857146
bridge_biased,42,0.22763333333333333,0.38728571428571434,0.38728571428571434
bridge_biased,43,0.24589999999999998,0.28128571428571425,0.28128571428571425
bridge_biased,44,0.2561333333333333,0.28071428571428575,0.28071428571428575
bridge_biased,45,0.21430000000000002,0.24157142857142855,0.24157142857142855
bridge_biased,46,0.21425,0.3018571428571429,0.3018571428571429
bridge_biased,47,0.24541666666666667,0.31042857142857144,0.31042857142857144
bridge_biased,48,0.21116666666666667,0.23214285714285712,0.23214285714285712
bridge_biased,49,0.23928333333333332,0.2531428571428571,0.2531428571428571
bridge_biased,50,0.22814999999999996,0.29542857142857143,0.29542857142857143
nonbridge_biased,1,0.20955000000000001,0.2374285714285714,0.0
nonbridge_biased,2,0.18831666666666666,0.30271428571428566,0.0
nonbridge_biased,3,0.21233333333333335,0.31542857142857145,0.0
nonbridge_biased,4,0.17641666666666667,0.20671428571428568,0.0
nonbridge_biased,5,0.2434333333333333,0.31242857142857144,0.0
nonbridge_biased,6,0.21506666666666666,0.24499999999999997,0.0
nonbridge_biased,7,0.19569999999999999,0.24942857142857142,0.0
nonbridge_biased,8,0.22581666666666667,0.21842857142857142,0.0
nonbridge_biased,9,0.23126666666666665,0.21357142857142855,0.0
nonbridge_biased,10,0.1904833333333333,0.20471428571428568,0.0
nonbridge_biased,11,0.22721666666666668,0.30885714285714283,0.0
nonbridge_biased,12,0.23214999999999997,0.22099999999999997,0.0
nonbridge_biased,13,0.191,0.25299999999999995,0.0
nonbridge_biased,14,0.20235000000000003,0.2501428571428571,0.0
nonbridge_biased,15,0.22186666666666668,0.22914285714285712,0.0
nonbridge_biased,16,0.2566833333333333,0.2651428571428571,0.0
nonbridge_biased,17,0.22055000000000002,0.29871428571428565,0.0
nonbridge_biased,18,0.20215,0.23357142857142857,0.0
nonbridge_biased,19,0.21141666666666667,0.22914285714285712,0.0
nonbridge_biased,20,0.2288,0.24171428571428571,0.0
nonbridge_biased,21,0.22938333333333333,0.2705714285714286,0.0
nonbridge_biased,22,0.18598333333333336,0.16128571428571428,0.0
nonbridge_biased,23,0.2135,0.31942857142857145,0.0
nonbridge_biased,24,0.21321666666666664,0.23971428571428569,0.0
nonbridge_biased,25,0.23421666666666663,0.3241428571428571,0.0
nonbridge_biased,26,0.21744999999999998,0.2592857142857143,0.0
nonbridge_biased,27,0.22766666666666668,0.2592857142857143,0.0
nonbridge_biased,28,0.19188333333333332,0.23185714285714284,0.0
nonbridge_biased,29,0.21569999999999998,0.23171428571428573,0.0
nonbridge_biased,30,0.21466666666666667,0.2581428571428571,0.0
nonbridge_biased,31,0.2058333333333333,0.21314285714285713,0.0
nonbridge_biased,32,0.1835,0.18342857142857139,0.0
nonbridge_biased,33,0.23265,0.298,0.0
nonbridge_biased,34,0.21608333333333335,0.2727142857142857,0.0
nonbridge_biased,35,0.21753333333333333,0.3148571428571429,0.0
nonbridge_biased,36,0.21208333333333335,0.3071428571428571,0.0
nonbridge_biased,37,0.19763333333333333,0.244,0.0
nonbridge_biased,38,0.20636666666666667,0.242,0.0
nonbridge_biased,39,0.2257333333333333,0.2531428571428571,0.0
nonbridge_biased,40,0.21233333333333337,0.26057142857142856,0.0
nonbridge_biased,41,0.21536666666666668,0.30871428571428566,0.0
nonbridge_biased,42,0.24013333333333334,0.2762857142857143,0.0
nonbridge_biased,43,0.24963333333333332,0.22071428571428572,0.0
nonbridge_biased,44,0.26538333333333336,0.26228571428571434,0.0
nonbridge_biased,45,0.20585,0.20242857142857143,0.0
nonbridge_biased,46,0.22603333333333334,0.28785714285714287,0.0
nonbridge_biased,47,0.24956666666666663,0.31842857142857145,0.0
nonbridge_biased,48,0.22163333333333335,0.24028571428571427,0.0
nonbridge_biased,49,0.23396666666666663,0.2631428571428571,0.0
nonbridge_biased,50,0.23676666666666668,0.3032857142857143,0.0
uniform,1,0.19638333333333333,0.25242857142857145,0.07257142857142855
uniform,2,0.21456666666666666,0.2257142857142857,0.013142857142857142
uniform,3,0.20738333333333334,0.22842857142857143,0.07214285714285713
uniform,4,0.18831666666666666,0.2578571428571429,0.08528571428571428
uniform,5,0.23110000000000003,0.3048571428571429,0.00957142857142857
uniform,6,0.22538333333333332,0.24742857142857144,0.07442857142857141
uniform,7,0.23281666666666667,0.25099999999999995,0.031428571428571424
uniform,8,0.2316666666666667,0.20214285714285715,0.008142857142857143
uniform,9,0.2225666666666667,0.16914285714285715,0.08799999999999998
uniform,10,0.21275,0.23599999999999996,0.07057142857142855
uniform,11,0.21135,0.27371428571428574,0.07257142857142855
uniform,12,0.20355,0.1857142857142857,0.06528571428571428
uniform,13,0.17301666666666668,0.211,0.039428571428571424
uniform,14,0.18855000000000002,0.3188571428571429,0.09199999999999997
uniform,15,0.19525,0.2191428571428571,0.032428571428571425
uniform,16,0.24914999999999998,0.2695714285714286,0.08099999999999999
uniform,17,0.1877333333333333,0.29,0.06342857142857142
uniform,18,0.2150166666666667,0.31357142857142856,0.04628571428571428
uniform,19,0.21041666666666664,0.32285714285714284,0.051428571428571414
uniform,20,0.23968333333333333,0.34928571428571425,0.07714285714285714
uniform,21,0.21346666666666667,0.3465714285714286,0.061999999999999986
uniform,22,0.16639999999999996,0.17985714285714283,0.024999999999999998
uniform,23,0.20915,0.2722857142857143,0.02057142857142857
uniform,24,0.2095333333333333,0.319,0.03899999999999999
uniform,25,0.22996666666666668,0.2601428571428571,0.06499999999999999
uniform,26,0.19446666666666668,0.2307142857142857,0.05328571428571427
uniform,27,0.21698333333333333,0.27871428571428575,0.057999999999999996
uniform,28,0.21388333333333331,0.23485714285714282,0.04557142857142856
uniform,29,0.22856666666666667,0.2568571428571429,0.0787142857142857
uniform,30,0.19953333333333334,0.19328571428571428,0.01357142857142857
uniform,31,0.17456666666666668,0.21,0.04714285714285713
uniform,32,0.20973333333333335,0.2217142857142857,0.046999999999999986
uniform,33,0.22378333333333333,0.30014285714285716,0.07442857142857141
uniform,34,0.21053333333333332,0.29828571428571427,0.09757142857142856
uniform,35,0.2432,0.2247142857142857,0.07114285714285713
uniform,36,0.19615000000000002,0.15257142857142855,0.024999999999999998
uniform,37,0.20110000000000003,0.229,0.045285714285714276
uniform,38,0.2504333333333333,0.22428571428571428,0.05757142857142856
uniform,39,0.21231666666666665,0.20385714285714282,0.010285714285714285
uniform,40,0.1932333333333333,0.20985714285714283,0.08799999999999998
uniform,41,0.22666666666666668,0.2968571428571429,0.06128571428571427
uniform,42,0.20005,0.26257142857142857,0.02771428571428571
uniform,43,0.22746666666666665,0.26757142857142857,0.052428571428571415
uniform,44,0.25111666666666665,0.3102857142857143,0.09757142857142856
uniform,45,0.18716666666666668,0.19528571428571426,0.021285714285714286
uniform,46,0.21283333333333335,0.24471428571428572,0.07542857142857141
uniform,47,0.20984999999999998,0.2401428571428571,0.04685714285714285
uniform,48,0.21065,0.23114285714285715,0.05099999999999999
uniform,49,0.20976666666666668,0.215,0.0627142857142857
uniform,50,0.1975333333333333,0.30614285714285716,0.0877142857142857
